Date,Open,High,Low,Close,Volume,day,weekday,week,year
1993-04-20 04:00:00+00:00,25.769828033447265,25.80586975097656,25.517536010742187,25.679723739624023,279500,20,1,16,1993
1993-04-21 04:00:00+00:00,25.733788458149085,25.733788458149085,25.5896215760306,25.661705017089844,67900,21,2,16,1993
1993-04-22 04:00:00+00:00,25.553560954239085,25.76981111746255,25.337310791015625,25.337310791015625,97700,22,3,16,1993
1993-04-23 04:00:00+00:00,25.28327249254499,25.35535594940185,25.19316817147391,25.229209899902344,106000,23,4,16,1993
1993-04-26 04:00:00+00:00,25.24722182107024,25.33732611022466,24.958888095776068,25.03097152709961,62600,26,0,17,1993
1993-04-27 04:00:00+00:00,24.994930202125484,25.301284790039062,24.994930202125484,25.301284790039062,156800,27,1,17,1993
1993-04-28 04:00:00+00:00,25.265243758991904,25.319306334795737,25.211181183188067,25.247222900390625,85900,28,2,17,1993
1993-04-29 04:00:00+00:00,25.30128981665508,25.3553524017334,25.157122923112883,25.3553524017334,85000,29,3,17,1993
1993-04-30 04:00:00+00:00,25.44544286572231,25.53554712516184,25.3913803100586,25.3913803100586,88500,30,4,17,1993
1993-05-03 04:00:00+00:00,25.42742382151788,25.55356979370117,25.319298702503627,25.55356979370117,80500,3,0,18,1993
1993-05-04 04:00:00+00:00,25.607638857017832,25.733784861239595,25.571597141525903,25.64368057250977,149100,4,1,18,1993
1993-05-05 04:00:00+00:00,25.64368727162073,25.805875033704066,25.64368727162073,25.715770721435547,109000,5,2,18,1993
1993-05-06 04:00:00+00:00,25.6797358959536,25.697756763249007,25.607652426771978,25.625673294067383,54700,6,3,18,1993
1993-05-07 04:00:00+00:00,25.64367383563073,25.64367383563073,25.53554871756061,25.571590423583984,68000,7,4,18,1993
1993-05-10 04:00:00+00:00,25.607652426771978,25.76984023243063,25.607652426771978,25.625673294067383,113900,10,0,19,1993
1993-05-11 04:00:00+00:00,25.625658580235072,25.733783721923828,25.55357515244257,25.733783721923828,42600,11,1,19,1993
1993-05-12 04:00:00+00:00,25.625662837088694,25.71576713679716,25.625662837088694,25.69774627685547,31000,12,2,19,1993
1993-05-13 04:00:00+00:00,25.58960968082555,25.58960968082555,25.37335945817069,25.3913803100586,129100,13,3,19,1993
1993-05-14 04:00:00+00:00,25.39139580184763,25.46347925337878,25.35535407608205,25.373374938964844,63500,14,4,19,1993
1993-05-17 04:00:00+00:00,25.44546103831816,25.46348190307617,25.33733584977006,25.46348190307617,34000,17,0,20,1993
1993-05-18 04:00:00+00:00,25.481497272891296,25.49951813376321,25.35535124678788,25.44545555114746,105200,18,1,20,1993
1993-05-19 04:00:00+00:00,25.445441511420224,25.96804618835449,25.283253853061314,25.96804618835449,50200,19,2,20,1993
1993-05-20 04:00:00+00:00,25.968056719030887,26.04014015197754,25.9139941443209,26.04014015197754,98200,20,3,20,1993
1993-05-21 04:00:00+00:00,26.05816015584509,26.094201871136715,25.7878472911579,25.80586814880371,221400,21,4,20,1993
1993-05-24 04:00:00+00:00,25.859931261383608,26.00409812555857,25.859931261383608,25.91399383544922,30500,24,0,21,1993
1993-05-25 04:00:00+00:00,26.0221087411408,26.0221087411408,25.96804618835449,25.96804618835449,191800,25,1,21,1993
1993-05-26 04:00:00+00:00,26.040144541886185,26.31045746100611,26.02212368061152,26.292436599731445,102400,26,2,21,1993
1993-05-27 04:00:00+00:00,26.32848331787235,26.32848331787235,26.16629553562673,26.20233726501465,53800,27,3,21,1993
1993-05-28 04:00:00+00:00,26.184310389784343,26.184310389784343,25.9500392025392,26.07618522644043,79100,28,4,21,1993
1993-06-01 04:00:00+00:00,26.16629390207404,26.418585992038945,26.1302521749362,26.328481674194336,28300,1,1,22,1993
1993-06-02 04:00:00+00:00,26.256394877182125,26.382540906104754,26.14826970953415,26.292436599731445,20300,2,2,22,1993
1993-06-03 04:00:00+00:00,26.238378994402563,26.238378994402563,26.14827467093277,26.20233726501465,21600,3,3,22,1993
1993-06-04 04:00:00+00:00,26.13023971178517,26.13023971178517,26.004093726969653,26.112218856811523,32000,4,4,22,1993
1993-06-07 04:00:00+00:00,26.16629022508447,26.16629022508447,26.022123336791992,26.022123336791992,121400,7,0,23,1993
1993-06-08 04:00:00+00:00,25.950035239165683,25.950035239165683,25.7878475189209,25.7878475189209,104500,8,1,23,1993
1993-06-09 04:00:00+00:00,25.87795066833496,25.98607581040321,25.84190895431221,25.87795066833496,43300,9,2,23,1993
1993-06-10 04:00:00+00:00,25.85992387042912,25.91398642904325,25.80586131181498,25.895965576171875,17900,10,3,23,1993
1993-06-11 04:00:00+00:00,25.98607993968559,26.04014251931046,25.895975640310816,26.004100799560547,647400,11,4,23,1993
1993-06-14 04:00:00+00:00,26.040129592069565,26.058150442998333,25.96804618835449,25.96804618835449,64200,14,0,24,1993
1993-06-15 04:00:00+00:00,26.00409812555857,26.02211898358044,25.91399383544922,25.91399383544922,142400,15,1,24,1993
1993-06-16 04:00:00+00:00,25.91398363556819,25.96804618835449,25.84190023185312,25.96804618835449,330900,16,2,24,1993
1993-06-17 04:00:00+00:00,26.022134303387105,26.05817604064941,25.96807169749364,26.05817604064941,37400,17,3,24,1993
1993-06-18 04:00:00+00:00,26.043203111444964,26.043203111444964,25.843568801879883,25.843568801879883,58500,18,4,24,1993
1993-06-21 04:00:00+00:00,25.91617027662313,25.91617027662313,25.86172454074788,25.898021697998047,29300,21,0,25,1993
1993-06-22 04:00:00+00:00,25.93431679007052,25.93431679007052,25.87987105853083,25.916168212890625,137500,22,1,25,1993
1993-06-23 04:00:00+00:00,25.91616254611066,25.91616254611066,25.68023109436035,25.68023109436035,227600,23,2,25,1993
1993-06-24 04:00:00+00:00,25.75283009836364,26.02505874633789,25.75283009836364,26.02505874633789,243700,24,3,25,1993
1993-06-25 04:00:00+00:00,26.00690078735352,26.079495067290303,25.98875221736932,26.00690078735352,44800,25,4,25,1993
1993-06-28 04:00:00+00:00,26.1339403235394,26.297277450561523,26.09764318420116,26.297277450561523,439900,28,0,26,1993
1993-06-29 04:00:00+00:00,26.260981346797017,26.260981346797017,26.13394135410346,26.170238494873047,207500,29,1,26,1993
1993-06-30 04:00:00+00:00,26.20653563564264,26.260981346797017,26.13394135410346,26.170238494873047,437600,30,2,26,1993
1993-07-01 04:00:00+00:00,26.20654772253129,26.20654772253129,26.061359092489568,26.09765625,605700,1,3,26,1993
1993-07-02 04:00:00+00:00,26.006918433662893,26.025067015961334,25.861729775275386,25.95247268676757,285400,2,4,26,1993
1993-07-06 04:00:00+00:00,25.91616254611066,25.988756838956903,25.643933947937224,25.68023109436035,246400,6,1,27,1993
1993-07-07 04:00:00+00:00,25.662081919395224,25.78912192889718,25.662081919395224,25.752824783325195,343700,7,2,27,1993
1993-07-08 04:00:00+00:00,25.770976634806456,26.09765098651527,25.73467948461659,26.04320526123047,248200,8,3,27,1993
1993-07-09 04:00:00+00:00,26.04322176993597,26.115816116333008,25.9887760101382,26.115816116333008,378200,9,4,27,1993
1993-07-12 04:00:00+00:00,26.079507671244784,26.115804828755216,26.043210513734355,26.09765625,373700,12,0,28,1993
1993-07-13 04:00:00+00:00,26.115787795457727,26.188382063130994,25.93430212627456,26.079490661621094,389600,13,1,28,1993
1993-07-14 04:00:00+00:00,26.097644213333872,26.242832776412225,26.07949564294908,26.170238494873047,617300,14,2,28,1993
1993-07-15 04:00:00+00:00,26.15210038639377,26.15210038639377,26.00691176523405,26.061357498168945,443800,15,3,28,1993
1993-07-16 04:00:00+00:00,26.079502871582623,26.097651446997787,25.95246284367652,25.98875999450684,216400,16,4,28,1993
1993-07-19 04:00:00+00:00,25.98875442174329,25.98875442174329,25.898011564125472,25.970605850219727,188200,19,0,29,1993
1993-07-20 04:00:00+00:00,25.9524623857558,26.04320526123047,25.82542236009126,26.04320526123047,68500,20,1,29,1993
1993-07-21 04:00:00+00:00,26.00691016980627,26.02505874633789,25.934315863679807,26.02505874633789,142700,21,2,29,1993
1993-07-22 04:00:00+00:00,25.988757390654488,26.02505453784814,25.843568801879883,25.843568801879883,632400,22,3,29,1993
1993-07-23 04:00:00+00:00,25.898011564125472,25.970605850219727,25.87986299260191,25.970605850219727,286200,23,4,29,1993
1993-07-26 04:00:00+00:00,26.04322176993597,26.170261876130784,26.04322176993597,26.115816116333008,121300,26,0,30,1993
1993-07-27 04:00:00+00:00,26.133953407510432,26.152101986265645,26.00691335622392,26.09765625,92800,27,1,30,1993
1993-07-28 04:00:00+00:00,26.04320526123047,26.09765098651527,26.0069081110406,26.04320526123047,30800,28,2,30,1993
1993-07-29 04:00:00+00:00,26.097653569401924,26.260990761421823,26.061356415619723,26.188396453857425,331000,29,3,30,1993
1993-07-30 04:00:00+00:00,26.18839386198994,26.18839386198994,26.0069081110406,26.04320526123047,75300,30,4,30,1993
1993-08-02 04:00:00+00:00,26.07951894313449,26.2065590493293,26.07951894313449,26.115816116333008,41300,2,0,31,1993
1993-08-03 04:00:00+00:00,26.17024643156264,26.2428407351176,26.04320640034146,26.13394927978516,81600,3,1,31,1993
1993-08-04 04:00:00+00:00,26.13394927978516,26.188395007451376,26.0613549762302,26.13394927978516,434000,4,2,31,1993
1993-08-05 04:00:00+00:00,26.133936362376044,26.133936362376044,26.04319352778446,26.079490661621094,36800,5,3,31,1993
1993-08-06 04:00:00+00:00,26.152113289531524,26.170261876130784,26.07951894313449,26.115816116333008,402300,6,4,31,1993
1993-08-09 04:00:00+00:00,26.188393934891813,26.333582536055456,26.133948209455447,26.26098823547364,828200,9,0,32,1993
1993-08-10 04:00:00+00:00,26.242849349975582,26.260997931822043,26.206552186282675,26.242849349975582,604900,10,1,32,1993
1993-08-11 04:00:00+00:00,26.22470076812913,26.31544367736141,26.22470076812913,26.242849349975582,542200,11,2,32,1993
1993-08-12 04:00:00+00:00,26.3154270579514,26.3154270579514,26.07949564294908,26.170238494873047,303700,12,3,32,1993
1993-08-13 04:00:00+00:00,26.188398205342384,26.224695361552147,26.188398205342384,26.206546783447266,103500,13,4,32,1993
1993-08-16 04:00:00+00:00,26.22469601880749,26.4243303829645,26.22469601880749,26.351736068725582,241800,16,0,33,1993
1993-08-17 04:00:00+00:00,26.33360000825043,26.44249153137207,26.33360000825043,26.44249153137207,369300,17,1,33,1993
1993-08-18 04:00:00+00:00,26.533221729786323,26.6421132006336,26.51507315131178,26.58766746520996,414300,18,2,33,1993
1993-08-19 04:00:00+00:00,26.60581604368451,26.60581604368451,26.551370308260868,26.58766746520996,28500,19,3,33,1993
1993-08-20 04:00:00+00:00,26.53322347612368,26.605817794799805,26.51507489645465,26.605817794799805,80700,20,4,33,1993
1993-08-23 04:00:00+00:00,26.496911560600942,26.569505838849167,26.496911560600942,26.55135726928711,15600,23,0,34,1993
1993-08-24 04:00:00+00:00,26.55136814465629,26.84174537658692,26.55136814465629,26.84174537658692,273400,24,1,34,1993
1993-08-25 04:00:00+00:00,26.841750940116675,26.968791005418108,26.805453778601983,26.859899520874023,242300,25,2,34,1993
1993-08-26 04:00:00+00:00,26.8780460357666,27.02323467066608,26.76915455959199,26.8780460357666,120000,26,3,34,1993
1993-08-27 04:00:00+00:00,26.805453778601983,26.859899520874023,26.805453778601983,26.859899520874023,25700,27,4,34,1993
1993-08-30 04:00:00+00:00,26.87804525280384,27.005085304640183,26.87804525280384,26.968788146972656,183500,30,0,35,1993
1993-08-31 04:00:00+00:00,26.950637042922462,27.041379928588867,26.9143398886559,27.041379928588867,66500,31,1,35,1993
1993-09-01 04:00:00+00:00,26.95063164157252,27.059523082548573,26.95063164157252,27.005077362060547,136500,1,2,35,1993
1993-09-02 04:00:00+00:00,27.02321328943192,27.05951041943788,26.89617333441109,26.914321899414062,472400,2,3,35,1993
1993-09-03 04:00:00+00:00,26.896192239622543,26.96878655066066,26.859895084103485,26.9324893951416,630500,3,4,35,1993
1993-09-07 04:00:00+00:00,26.932485200009808,26.96878234987505,26.714702300818352,26.7509994506836,196400,7,1,36,1993
1993-09-08 04:00:00+00:00,26.750998302898573,26.750998302898573,26.47876969058957,26.660255432128903,269900,8,2,36,1993
1993-09-09 04:00:00+00:00,26.551350264445595,26.732835912186165,26.551350264445595,26.71468734741211,239200,9,3,36,1993
1993-09-10 04:00:00+00:00,26.787291139544863,26.9687768518724,26.750993997079355,26.95062828063965,106500,10,4,36,1993
1993-09-13 04:00:00+00:00,27.04138246230771,27.04138246230771,26.968788146972656,26.968788146972656,66900,13,0,37,1993
1993-09-14 04:00:00+00:00,26.89619668238872,26.89619668238872,26.769156617087287,26.859899520874023,184500,14,1,37,1993
1993-09-15 04:00:00+00:00,26.75100361754631,26.95063797290113,26.66026072874866,26.9324893951416,101000,15,2,37,1993
1993-09-16 04:00:00+00:00,26.89618743772597,26.91433601224536,26.80544456512905,26.82359313964844,54300,16,3,37,1993
1993-09-17 04:00:00+00:00,26.80810877343317,26.826370427910984,26.735062155521906,26.77158546447754,200900,17,4,37,1993
1993-09-20 04:00:00+00:00,26.808119163880487,26.862904148547816,26.55245590209961,26.55245590209961,57800,20,0,38,1993
1993-09-21 04:00:00+00:00,26.588963605355527,26.62548690701124,26.187207287142737,26.461132049560547,318200,21,1,38,1993
1993-09-22 04:00:00+00:00,26.552441494502407,26.71679635932395,26.515918191208733,26.68027305603028,439700,22,2,38,1993
1993-09-23 04:00:00+00:00,26.75333313263542,26.84464143684237,26.71680981095264,26.826379776000977,88500,23,3,38,1993
1993-09-24 04:00:00+00:00,26.78985736833904,26.808119029803485,26.716810722481267,26.75333404541016,53500,24,4,38,1993
1993-09-27 04:00:00+00:00,26.954204870992864,27.04551315307617,26.954204870992864,27.04551315307617,274600,27,0,39,1993
1993-09-28 04:00:00+00:00,27.06376735444643,27.06376735444643,26.9724590975151,26.990720748901367,158300,28,1,39,1993
1993-09-29 04:00:00+00:00,26.990726152408392,27.06377277257729,26.86289456711281,26.899417877197266,221000,29,2,39,1993
1993-09-30 04:00:00+00:00,26.899397044279137,26.954181966976243,26.789827198884925,26.84461212158203,99300,30,3,39,1993
1993-10-01 04:00:00+00:00,26.808108717828645,27.00898691666796,26.77158540894877,26.97246360778809,22700,1,4,39,1993
1993-10-04 04:00:00+00:00,27.008996963500977,27.008996963500977,26.935950318569265,27.008996963500977,1038500,4,0,40,1993
1993-10-05 04:00:00+00:00,27.063771879987776,27.063771879987776,26.8811553355884,26.97246360778809,436500,5,1,40,1993
1993-10-06 04:00:00+00:00,26.990735511469648,27.10030547971648,26.954212188720703,26.954212188720703,209200,6,2,40,1993
1993-10-07 04:00:00+00:00,26.99072110912074,26.99072110912074,26.862889547710832,26.88115119934082,59400,7,3,40,1993
1993-10-08 04:00:00+00:00,26.95420978189,26.972471441633825,26.71680820522024,26.917686462402344,54400,8,4,40,1993
1993-10-11 04:00:00+00:00,26.97246360778809,27.027248571107897,26.97246360778809,26.97246360778809,467100,11,0,41,1993
1993-10-12 04:00:00+00:00,27.008996963500977,27.027258624733907,26.99073530226805,27.008996963500977,26200,12,1,41,1993
1993-10-13 04:00:00+00:00,27.027258624733907,27.027258624733907,26.972473641035123,27.008996963500977,139100,13,2,41,1993
1993-10-14 04:00:00+00:00,27.118574442946223,27.355976104736328,27.04552777778004,27.355976104736328,108100,14,3,41,1993
1993-10-15 04:00:00+00:00,27.483792558292627,27.55683918303228,27.41074593355298,27.50205421447754,1502500,15,4,41,1993
1993-10-18 04:00:00+00:00,27.48378772075262,27.48378772075262,27.392479455899625,27.42900276184082,722400,18,0,42,1993
1993-10-19 04:00:00+00:00,27.392469901194275,27.447254840996663,27.22811508178711,27.22811508178711,880100,19,1,42,1993
1993-10-20 04:00:00+00:00,27.31944104224663,27.31944104224663,27.209871091542432,27.26465606689453,230400,20,2,42,1993
1993-10-21 04:00:00+00:00,27.28290002158949,27.28290002158949,27.19159178858552,27.22811508178711,56200,21,3,42,1993
1993-10-22 04:00:00+00:00,27.264648996594783,27.374218918885184,27.10029411315918,27.10029411315918,390700,22,4,42,1993
1993-10-25 04:00:00+00:00,27.11857391941932,27.209882249114333,27.04552725566331,27.173358917236328,114500,25,0,43,1993
1993-10-26 04:00:00+00:00,27.155075073242188,27.17333672426656,27.063766818120325,27.155075073242188,186200,26,1,43,1993
1993-10-27 04:00:00+00:00,27.11857391941932,27.19162058317533,27.11857391941932,27.173358917236328,118400,27,2,43,1993
1993-10-28 04:00:00+00:00,27.209863109219626,27.44726459943429,27.209863109219626,27.374217987060547,129600,28,3,43,1993
1993-10-29 04:00:00+00:00,27.35595633396711,27.392479640153983,27.337694680873675,27.374217987060547,80700,29,4,43,1993
1993-11-01 05:00:00+00:00,27.337693802610843,27.46552537015812,27.337693802610843,27.447263717651367,36400,1,0,44,1993
1993-11-02 05:00:00+00:00,27.410741108870223,27.465526067782022,27.264647885105425,27.42900276184082,262100,2,1,44,1993
1993-11-03 05:00:00+00:00,27.41074293269069,27.41074293269069,26.95420157804894,27.08203315734864,479100,3,2,44,1993
1993-11-04 05:00:00+00:00,27.082042525069767,27.082042525069767,26.771594296528843,26.78985595703125,130400,4,3,44,1993
1993-11-05 05:00:00+00:00,26.71680820522024,26.917686462402344,26.60723824675727,26.917686462402344,363200,5,4,44,1993
1993-11-08 05:00:00+00:00,26.93595052734624,27.0272588342186,26.862903881848343,26.954212188720703,367600,8,0,45,1993
1993-11-09 05:00:00+00:00,27.136818497747527,27.155080152187463,26.954201953348147,26.97246360778809,246900,9,1,45,1993
1993-11-10 05:00:00+00:00,26.972480591907296,27.173358917236328,26.89943392815129,27.173358917236328,46500,10,2,45,1993
1993-11-11 05:00:00+00:00,27.173340728019447,27.246387342879714,27.082032459444115,27.10029411315918,88900,11,3,45,1993
1993-11-12 05:00:00+00:00,27.15506849538393,27.31942331479109,27.136806848783127,27.22811508178711,108200,12,4,45,1993
1993-11-15 05:00:00+00:00,27.28291027657938,27.28291027657938,27.13681704886008,27.209863662719727,243300,15,0,46,1993
1993-11-16 05:00:00+00:00,27.264641850330708,27.35595009497348,27.155071956759382,27.33768844604492,492600,16,1,46,1993
1993-11-17 05:00:00+00:00,27.35595951118751,27.35595951118751,27.118557993400167,27.19160461425781,39600,17,2,46,1993
1993-11-18 05:00:00+00:00,27.155080285377373,27.209865248965897,27.04551035820033,27.11855697631836,240800,18,3,46,1993
1993-11-19 05:00:00+00:00,27.027260320871942,27.100306970387816,27.00899865849298,27.063783645629883,106000,19,4,46,1993
1993-11-22 05:00:00+00:00,26.990726152408392,27.008987807450616,26.808109601986143,26.899417877197266,165300,22,0,47,1993
1993-11-23 05:00:00+00:00,27.04551315307617,27.06377480949284,26.89941990174288,27.04551315307617,89700,23,1,47,1993
1993-11-24 05:00:00+00:00,27.11855177119344,27.17333672426656,27.082028469144696,27.155075073242188,77200,24,2,47,1993
1993-11-26 05:00:00+00:00,27.228143915053337,27.228143915053337,27.155097251297324,27.173358917236328,1019800,26,4,47,1993
1993-11-29 05:00:00+00:00,27.24640026941956,27.30118525655646,27.063783645629883,27.063783645629883,517500,29,0,48,1993
1993-11-30 05:00:00+00:00,27.045509848977293,27.20986473664832,27.02724819479162,27.08203315734864,230000,30,1,48,1993
1993-12-01 05:00:00+00:00,27.228126903495404,27.24638855802491,27.11855697631836,27.11855697631836,379200,1,2,48,1993
1993-12-02 05:00:00+00:00,27.1733429590434,27.209866269472226,27.118557993400167,27.19160461425781,352000,2,3,48,1993
1993-12-03 05:00:00+00:00,27.17334637594064,27.301177978515625,27.17334637594064,27.301177978515625,306000,3,4,48,1993
1993-12-06 05:00:00+00:00,27.33769208145141,27.429000338236488,27.33769208145141,27.39247703552246,99500,6,0,49,1993
1993-12-07 05:00:00+00:00,27.392479640153983,27.41074129324742,27.337694680873675,27.374217987060547,88800,7,1,49,1993
1993-12-08 05:00:00+00:00,27.374217987060547,27.374217987060547,27.337694680873675,27.374217987060547,146700,8,2,49,1993
1993-12-09 05:00:00+00:00,27.374236794999007,27.410760126279857,27.24640513551602,27.282928466796875,416500,9,3,49,1993
1993-12-10 05:00:00+00:00,27.301161668190293,27.301161668190293,27.17333014198472,27.22811508178711,412900,10,4,49,1993
1993-12-13 05:00:00+00:00,27.228122173309323,27.39247703552246,27.191598870595296,27.39247703552246,273200,13,0,50,1993
1993-12-14 05:00:00+00:00,27.410744476830743,27.410744476830743,27.19160461425781,27.19160461425781,41900,14,1,50,1993
1993-12-15 05:00:00+00:00,27.22812167733968,27.24638332836405,27.155075073242188,27.155075073242188,82600,15,2,50,1993
1993-12-16 05:00:00+00:00,27.264651044124573,27.264651044124573,27.20986607886511,27.24638938903809,78200,16,3,50,1993
1993-12-17 05:00:00+00:00,27.30419438637343,27.41451436369211,27.285807723486982,27.396127700805664,104700,17,4,50,1993
1993-12-20 05:00:00+00:00,27.37773568253096,27.451282319690204,27.35934902324114,27.43289566040039,68800,20,0,51,1993
1993-12-21 05:00:00+00:00,27.396123343533773,27.396123343533773,27.304190043723256,27.34096336364746,205700,21,1,51,1993
1993-12-22 05:00:00+00:00,27.41451560423704,27.54322225026632,27.359355613081632,27.52483558654785,410300,22,2,51,1993
