Customer ID,Product
70,baguette
70,sardines
70,apples
70,peppers
70,avocado
70,bourbon
70,bourbon
71,herring
71,corned beef
71,olives
71,ham
71,turkey
71,Coke
71,apples
72,herring
72,corned beef
72,apples
72,olives
72,steak
72,soda
72,avocado
73,baguette
73,sardines
73,apples
73,peppers
73,avocado
73,turkey
73,soda
74,sardines
74,Heineken
74,chicken
74,Coke
74,ice cream
74,avocado
74,baguette
75,corned beef
75,peppers
75,bourbon
75,crackers
75,chicken
75,apples
75,Coke
76,herring
76,corned beef
76,olives
76,ham
76,turkey
76,peppers
76,crackers
77,olives
77,bourbon
77,Coke
77,turkey
77,ice cream
77,crackers
77,corned beef
78,baguette
78,herring
78,avocado
78,artichoke
78,Heineken
78,ham
78,apples
79,corned beef
79,peppers
79,bourbon
79,crackers
79,chicken
79,steak
79,turkey
80,avocado
80,crackers
80,artichoke
80,Heineken
80,ham
80,soda
80,steak
81,avocado
81,crackers
81,artichoke
81,Heineken
81,ham
81,corned beef
81,baguette
82,corned beef
82,peppers
82,bourbon
82,crackers
82,chicken
82,herring
82,apples
83,herring
83,corned beef
83,apples
83,olives
83,steak
83,Coke
83,ham
84,avocado
84,crackers
84,artichoke
84,Heineken
84,ham
84,herring
84,soda
85,herring
85,corned beef
85,apples
85,olives
85,steak
85,baguette
85,turkey
86,herring
86,corned beef
86,olives
86,ham
86,turkey
86,chicken
86,Coke
87,herring
87,corned beef
87,apples
87,olives
87,steak
87,Coke
87,artichoke
88,herring
88,corned beef
88,olives
88,ham
88,turkey
88,apples
88,ice cream
89,avocado
89,crackers
89,artichoke
89,Heineken
89,ham
89,steak
89,olives
90,baguette
90,soda
90,herring
90,crackers
90,Heineken
90,peppers
90,corned beef
91,baguette
91,herring
91,avocado
91,artichoke
91,Heineken
91,Bordeaux
91,corned beef
92,baguette
92,soda
92,herring
92,crackers
92,Heineken
92,ice cream
92,chicken
93,soda
93,olives
93,bourbon
93,crackers
93,Heineken
93,apples
93,corned beef
94,corned beef
94,peppers
94,bourbon
94,crackers
94,chicken
94,apples
94,Coke
95,herring
95,corned beef
95,olives
95,ham
95,turkey
95,ice cream
95,artichoke
96,sardines
96,Heineken
96,chicken
96,Coke
96,ice cream
96,corned beef
96,corned beef
97,olives
97,bourbon
97,Coke
97,turkey
97,ice cream
97,Heineken
97,soda
98,soda
98,olives
98,bourbon
98,crackers
98,Heineken
98,steak
98,sardines
99,herring
99,corned beef
99,apples
99,olives
99,steak
99,peppers
99,baguette
100,baguette
100,sardines
100,apples
100,peppers
100,avocado
100,soda
100,Coke
101,herring
101,corned beef
101,olives
101,ham
101,turkey
101,peppers
101,ice cream
102,herring
102,corned beef
102,olives
102,ham
102,turkey
102,bourbon
102,bourbon
103,baguette
103,soda
103,herring
103,crackers
103,Heineken
103,peppers
103,sardines
104,avocado
104,crackers
104,artichoke
104,Heineken
104,ham
104,corned beef
104,sardines
105,herring
105,corned beef
105,apples
105,olives
105,steak
105,baguette
105,ham
106,corned beef
106,peppers
106,bourbon
106,crackers
106,chicken
106,baguette
106,herring
107,sardines
107,Heineken
107,chicken
107,Coke
107,ice cream
107,ham
107,corned beef
108,baguette
108,herring
108,avocado
108,artichoke
108,Heineken
108,ham
108,corned beef
109,soda
109,olives
109,bourbon
109,crackers
109,Heineken
109,avocado
109,chicken
110,baguette
110,sardines
110,apples
110,peppers
110,avocado
110,Heineken
110,herring
111,sardines
111,Heineken
111,chicken
111,Coke
111,ice cream
111,Bordeaux
111,olives
112,baguette
112,sardines
112,apples
112,peppers
112,avocado
112,chicken
112,turkey
113,sardines
113,Heineken
113,chicken
113,Coke
113,ice cream
113,turkey
113,herring
114,olives
114,bourbon
114,Coke
114,turkey
114,ice cream
114,steak
114,Heineken
115,soda
115,olives
115,bourbon
115,crackers
115,Heineken
115,ham
115,avocado
116,herring
116,corned beef
116,olives
116,ham
116,turkey
116,bourbon
116,sardines
117,sardines
117,Heineken
117,chicken
117,Coke
117,ice cream
117,apples
117,apples
118,olives
118,bourbon
118,Coke
118,turkey
118,ice cream
118,herring
118,ham
119,herring
119,corned beef
119,apples
119,olives
119,steak
119,chicken
119,ham
120,baguette
120,herring
120,avocado
120,artichoke
120,Heineken
120,chicken
120,crackers
121,baguette
121,sardines
121,apples
121,peppers
121,avocado
121,chicken
121,artichoke
122,baguette
122,soda
122,herring
122,crackers
122,Heineken
122,bourbon
122,peppers
123,soda
123,olives
123,bourbon
123,crackers
123,Heineken
123,ice cream
123,sardines
124,baguette
124,herring
124,avocado
124,artichoke
124,Heineken
124,soda
124,chicken
125,corned beef
125,peppers
125,bourbon
125,crackers
125,chicken
125,soda
125,ice cream
126,herring
126,corned beef
126,olives
126,ham
126,turkey
126,crackers
126,steak
127,olives
127,bourbon
127,Coke
127,turkey
127,ice cream
127,peppers
127,chicken
128,soda
128,olives
128,bourbon
128,crackers
128,Heineken
128,Coke
128,chicken
129,olives
129,bourbon
129,Coke
129,turkey
129,ice cream
129,peppers
129,avocado
130,avocado
130,crackers
130,artichoke
130,Heineken
130,ham
130,chicken
130,corned beef
131,baguette
131,soda
131,herring
131,crackers
131,Heineken
131,avocado
131,chicken
132,herring
132,corned beef
132,olives
132,ham
132,turkey
132,apples
132,steak
133,soda
133,olives
133,bourbon
133,crackers
133,Heineken
133,ham
133,herring
134,baguette
134,herring
134,avocado
134,artichoke
134,Heineken
134,apples
134,turkey
135,sardines
135,Heineken
135,chicken
135,Coke
135,ice cream
135,herring
135,peppers
136,olives
136,bourbon
136,Coke
136,turkey
136,ice cream
136,crackers
136,baguette
137,herring
137,corned beef
137,olives
137,ham
137,turkey
137,chicken
137,ice cream
138,sardines
138,Heineken
138,chicken
138,Coke
138,ice cream
138,turkey
138,ham
139,avocado
139,crackers
139,artichoke
139,Heineken
139,ham
139,chicken
139,corned beef
140,baguette
140,herring
140,avocado
140,artichoke
140,Heineken
140,chicken
140,peppers
141,soda
141,olives
141,bourbon
141,crackers
141,Heineken
141,Bordeaux
141,avocado
142,sardines
142,Heineken
142,chicken
142,Coke
142,ice cream
142,apples
142,soda
143,avocado
143,crackers
143,artichoke
143,Heineken
143,ham
143,Bordeaux
143,Coke
144,baguette
144,herring
144,avocado
144,artichoke
144,Heineken
144,bourbon
144,apples
145,herring
145,corned beef
145,olives
145,ham
145,turkey
145,Coke
145,Heineken
146,avocado
146,crackers
146,artichoke
146,Heineken
146,ham
146,olives
146,chicken
147,soda
147,olives
147,bourbon
147,crackers
147,Heineken
147,apples
147,corned beef
148,olives
148,bourbon
148,Coke
148,turkey
148,ice cream
148,Bordeaux
148,soda
149,avocado
149,crackers
149,artichoke
149,Heineken
149,ham
149,steak
149,chicken
150,herring
150,corned beef
150,olives
150,ham
150,turkey
150,soda
150,crackers
151,corned beef
151,peppers
151,bourbon
151,crackers
151,chicken
151,steak
151,apples
152,baguette
152,soda
152,herring
152,crackers
152,Heineken
152,avocado
152,turkey
153,olives
153,bourbon
153,Coke
153,turkey
153,ice cream
153,artichoke
153,apples
154,baguette
154,sardines
154,apples
154,peppers
154,avocado
154,steak
154,turkey
155,corned beef
155,peppers
155,bourbon
155,crackers
155,chicken
155,sardines
155,olives
156,baguette
156,herring
156,avocado
156,artichoke
156,Heineken
156,olives
156,bourbon
157,avocado
157,crackers
157,artichoke
157,Heineken
157,ham
157,turkey
157,ice cream
158,corned beef
158,peppers
158,bourbon
158,crackers
158,chicken
158,herring
158,sardines
159,herring
159,corned beef
159,olives
159,ham
159,turkey
159,artichoke
159,chicken
160,herring
160,corned beef
160,apples
160,olives
160,steak
160,peppers
160,peppers
161,baguette
161,sardines
161,apples
161,peppers
161,avocado
161,olives
161,artichoke
162,baguette
162,herring
162,avocado
162,artichoke
162,Heineken
162,chicken
162,bourbon
163,baguette
163,sardines
163,apples
163,peppers
163,avocado
163,ham
163,Coke
164,sardines
164,Heineken
164,chicken
164,Coke
164,ice cream
164,bourbon
164,avocado
165,avocado
165,crackers
165,artichoke
165,Heineken
165,ham
165,Bordeaux
165,chicken
166,herring
166,corned beef
166,olives
166,ham
166,turkey
166,soda
166,peppers
167,corned beef
167,peppers
167,bourbon
167,crackers
167,chicken
167,herring
167,soda
168,herring
168,corned beef
168,olives
168,ham
168,turkey
168,ice cream
168,sardines
169,avocado
169,crackers
169,artichoke
169,Heineken
169,ham
169,bourbon
169,soda
170,avocado
170,crackers
170,artichoke
170,Heineken
170,ham
170,sardines
170,peppers
171,corned beef
171,peppers
171,bourbon
171,crackers
171,chicken
171,Heineken
171,ham
172,baguette
172,herring
172,avocado
172,artichoke
172,Heineken
172,olives
172,peppers
173,soda
173,olives
173,bourbon
173,crackers
173,Heineken
173,corned beef
173,baguette
174,olives
174,bourbon
174,Coke
174,turkey
174,ice cream
174,steak
174,Heineken
175,baguette
175,soda
175,herring
175,crackers
175,Heineken
175,bourbon
175,corned beef
176,sardines
176,Heineken
176,chicken
176,Coke
176,ice cream
176,crackers
176,ham
177,herring
177,corned beef
177,apples
177,olives
177,steak
177,avocado
177,avocado
178,corned beef
178,peppers
178,bourbon
178,crackers
178,chicken
178,ham
178,herring
179,baguette
179,soda
179,herring
179,crackers
179,Heineken
179,olives
179,ice cream
180,olives
180,bourbon
180,Coke
180,turkey
180,ice cream
180,peppers
180,steak
181,herring
181,corned beef
181,apples
181,olives
181,steak
181,bourbon
181,Heineken
182,baguette
182,sardines
182,apples
182,peppers
182,avocado
182,crackers
182,olives
183,corned beef
183,peppers
183,bourbon
183,crackers
183,chicken
183,turkey
183,apples
184,avocado
184,crackers
184,artichoke
184,Heineken
184,ham
184,steak
184,soda
185,herring
185,corned beef
185,olives
185,ham
185,turkey
185,baguette
185,Heineken
186,avocado
186,crackers
186,artichoke
186,Heineken
186,ham
186,apples
186,chicken
187,baguette
187,soda
187,herring
187,crackers
187,Heineken
187,Bordeaux
187,Coke
188,sardines
188,Heineken
188,chicken
188,Coke
188,ice cream
188,herring
188,bourbon
189,sardines
189,Heineken
189,chicken
189,Coke
189,ice cream
189,herring
189,apples
190,olives
190,bourbon
190,Coke
190,turkey
190,ice cream
190,crackers
190,steak
191,herring
191,corned beef
191,apples
191,olives
191,steak
191,bourbon
191,peppers
192,avocado
192,crackers
192,artichoke
192,Heineken
192,ham
192,bourbon
192,herring
193,baguette
193,herring
193,avocado
193,artichoke
193,Heineken
193,Bordeaux
193,sardines
194,olives
194,bourbon
194,Coke
194,turkey
194,ice cream
194,Bordeaux
194,Heineken
195,herring
195,corned beef
195,olives
195,ham
195,turkey
195,ice cream
195,soda
196,herring
196,corned beef
196,apples
196,olives
196,steak
196,Heineken
196,ham
197,olives
197,bourbon
197,Coke
197,turkey
197,ice cream
197,peppers
197,artichoke
198,sardines
198,Heineken
198,chicken
198,Coke
198,ice cream
198,Bordeaux
198,olives
199,olives
199,bourbon
199,Coke
199,turkey
199,ice cream
199,Heineken
199,crackers
200,corned beef
200,peppers
200,bourbon
200,crackers
200,chicken
200,ham
200,soda
201,baguette
201,herring
201,avocado
201,artichoke
201,Heineken
201,steak
201,sardines
202,herring
202,corned beef
202,apples
202,olives
202,steak
202,chicken
202,Coke
203,baguette
203,sardines
203,apples
203,peppers
203,avocado
203,Heineken
203,ice cream
204,herring
204,corned beef
204,olives
204,ham
204,turkey
204,avocado
204,steak
205,avocado
205,crackers
205,artichoke
205,Heineken
205,ham
205,ice cream
205,sardines
206,herring
206,corned beef
206,apples
206,olives
206,steak
206,sardines
206,bourbon
207,baguette
207,sardines
207,apples
207,peppers
207,avocado
207,steak
207,ice cream
208,avocado
208,crackers
208,artichoke
208,Heineken
208,ham
208,sardines
208,corned beef
209,corned beef
209,peppers
209,bourbon
209,crackers
209,chicken
209,Coke
209,herring
210,baguette
210,sardines
210,apples
210,peppers
210,avocado
210,corned beef
210,soda
211,avocado
211,crackers
211,artichoke
211,Heineken
211,ham
211,soda
211,Coke
212,baguette
212,herring
212,avocado
212,artichoke
212,Heineken
212,soda
212,ice cream
213,baguette
213,herring
213,avocado
213,artichoke
213,Heineken
213,chicken
213,Coke
214,sardines
214,Heineken
214,chicken
214,Coke
214,ice cream
214,artichoke
214,baguette
215,olives
215,bourbon
215,Coke
215,turkey
215,ice cream
215,Heineken
215,baguette
216,herring
216,corned beef
216,apples
216,olives
216,steak
216,crackers
216,chicken
217,baguette
217,herring
217,avocado
217,artichoke
217,Heineken
217,apples
217,peppers
218,herring
218,corned beef
218,apples
218,olives
218,steak
218,ham
218,Heineken
219,herring
219,corned beef
219,apples
219,olives
219,steak
219,Bordeaux
219,avocado
220,sardines
220,Heineken
220,chicken
220,Coke
220,ice cream
220,olives
220,soda
221,soda
221,olives
221,bourbon
221,crackers
221,Heineken
221,turkey
221,steak
222,soda
222,olives
222,bourbon
222,crackers
222,Heineken
222,turkey
222,corned beef
223,herring
223,corned beef
223,apples
223,olives
223,steak
223,sardines
223,ice cream
224,soda
224,olives
224,bourbon
224,crackers
224,Heineken
224,sardines
224,chicken
225,sardines
225,Heineken
225,chicken
225,Coke
225,ice cream
225,apples
225,artichoke
226,corned beef
226,peppers
226,bourbon
226,crackers
226,chicken
226,turkey
226,apples
227,olives
227,bourbon
227,Coke
227,turkey
227,ice cream
227,ham
227,baguette
228,baguette
228,soda
228,herring
228,crackers
228,Heineken
228,turkey
228,turkey
229,olives
229,bourbon
229,Coke
229,turkey
229,ice cream
229,artichoke
229,apples
230,avocado
230,crackers
230,artichoke
230,Heineken
230,ham
230,turkey
230,olives
231,herring
231,corned beef
231,apples
231,olives
231,steak
231,avocado
231,bourbon
232,baguette
232,herring
232,avocado
232,artichoke
232,Heineken
232,soda
232,olives
233,herring
233,corned beef
233,apples
233,olives
233,steak
233,peppers
233,peppers
234,herring
234,corned beef
234,apples
234,olives
234,steak
234,artichoke
234,avocado
235,baguette
235,herring
235,avocado
235,artichoke
235,Heineken
235,crackers
235,apples
236,avocado
236,crackers
236,artichoke
236,Heineken
236,ham
236,Bordeaux
236,steak
237,baguette
237,herring
237,avocado
237,artichoke
237,Heineken
237,bourbon
237,ham
238,avocado
238,crackers
238,artichoke
238,Heineken
238,ham
238,bourbon
238,apples
239,herring
239,corned beef
239,apples
239,olives
239,steak
239,baguette
239,bourbon
240,baguette
240,sardines
240,apples
240,peppers
240,avocado
240,olives
240,crackers
241,baguette
241,sardines
241,apples
241,peppers
241,avocado
241,bourbon
241,bourbon
242,sardines
242,Heineken
242,chicken
242,Coke
242,ice cream
242,peppers
242,bourbon
243,sardines
243,Heineken
243,chicken
243,Coke
243,ice cream
243,herring
243,apples
244,avocado
244,crackers
244,artichoke
244,Heineken
244,ham
244,apples
244,ice cream
245,sardines
245,Heineken
245,chicken
245,Coke
245,ice cream
245,bourbon
245,artichoke
246,olives
246,bourbon
246,Coke
246,turkey
246,ice cream
246,baguette
246,steak
247,olives
247,bourbon
247,Coke
247,turkey
247,ice cream
247,crackers
247,chicken
248,baguette
248,herring
248,avocado
248,artichoke
248,Heineken
248,steak
248,corned beef
249,sardines
249,Heineken
249,chicken
249,Coke
249,ice cream
249,apples
249,turkey
250,olives
250,bourbon
250,Coke
250,turkey
250,ice cream
250,soda
250,sardines
251,herring
251,corned beef
251,apples
251,olives
251,steak
251,Bordeaux
251,artichoke
252,avocado
252,crackers
252,artichoke
252,Heineken
252,ham
252,corned beef
252,chicken
253,baguette
253,soda
253,herring
253,crackers
253,Heineken
253,avocado
253,artichoke
254,olives
254,bourbon
254,Coke
254,turkey
254,ice cream
254,Bordeaux
254,ham
255,avocado
255,crackers
255,artichoke
255,Heineken
255,ham
255,herring
255,ice cream
256,sardines
256,Heineken
256,chicken
256,Coke
256,ice cream
256,artichoke
256,steak
257,soda
257,olives
257,bourbon
257,crackers
257,Heineken
257,chicken
257,herring
258,baguette
258,herring
258,avocado
258,artichoke
258,Heineken
258,Bordeaux
258,soda
259,soda
259,olives
259,bourbon
259,crackers
259,Heineken
259,avocado
259,avocado
260,baguette
260,sardines
260,apples
260,peppers
260,avocado
260,bourbon
260,artichoke
261,sardines
261,Heineken
261,chicken
261,Coke
261,ice cream
261,herring
261,ham
262,baguette
262,sardines
262,apples
262,peppers
262,avocado
262,artichoke
262,soda
263,herring
263,corned beef
263,olives
263,ham
263,turkey
263,bourbon
263,peppers
264,corned beef
264,peppers
264,bourbon
264,crackers
264,chicken
264,baguette
264,Heineken
265,herring
265,corned beef
265,olives
265,ham
265,turkey
265,Heineken
265,bourbon
266,soda
266,olives
266,bourbon
266,crackers
266,Heineken
266,peppers
266,avocado
267,baguette
267,soda
267,herring
267,crackers
267,Heineken
267,artichoke
267,avocado
268,sardines
268,Heineken
268,chicken
268,Coke
268,ice cream
268,bourbon
268,corned beef
269,olives
269,bourbon
269,Coke
269,turkey
269,ice cream
269,apples
269,peppers
270,baguette
270,sardines
270,apples
270,peppers
270,avocado
270,corned beef
270,crackers
271,avocado
271,crackers
271,artichoke
271,Heineken
271,ham
271,steak
271,corned beef
272,soda
272,olives
272,bourbon
272,crackers
272,Heineken
272,steak
272,ice cream
273,avocado
273,crackers
273,artichoke
273,Heineken
273,ham
273,soda
273,steak
274,soda
274,olives
274,bourbon
274,crackers
274,Heineken
274,ham
274,baguette
275,baguette
275,sardines
275,apples
275,peppers
275,avocado
275,crackers
275,steak
276,soda
276,olives
276,bourbon
276,crackers
276,Heineken
276,steak
276,steak
277,herring
277,corned beef
277,apples
277,olives
277,steak
277,ice cream
277,Coke
278,corned beef
278,peppers
278,bourbon
278,crackers
278,chicken
278,ham
278,Heineken
279,sardines
279,Heineken
279,chicken
279,Coke
279,ice cream
279,crackers
279,soda
280,herring
280,corned beef
280,olives
280,ham
280,turkey
280,chicken
280,Coke
281,baguette
281,sardines
281,apples
281,peppers
281,avocado
281,steak
281,crackers
282,herring
282,corned beef
282,apples
282,olives
282,steak
282,artichoke
282,artichoke
283,herring
283,corned beef
283,apples
283,olives
283,steak
283,Bordeaux
283,ham
284,olives
284,bourbon
284,Coke
284,turkey
284,ice cream
284,sardines
284,Heineken
285,avocado
285,crackers
285,artichoke
285,Heineken
285,ham
285,Bordeaux
285,chicken
286,olives
286,bourbon
286,Coke
286,turkey
286,ice cream
286,apples
286,baguette
287,herring
287,corned beef
287,olives
287,ham
287,turkey
287,avocado
287,Heineken
288,baguette
288,soda
288,herring
288,crackers
288,Heineken
288,peppers
288,avocado
289,herring
289,corned beef
289,apples
289,olives
289,steak
289,ham
289,baguette
290,herring
290,corned beef
290,apples
290,olives
290,steak
290,soda
290,baguette
291,soda
291,olives
291,bourbon
291,crackers
291,Heineken
291,chicken
291,apples
292,herring
292,corned beef
292,olives
292,ham
292,turkey
292,baguette
292,soda
293,baguette
293,soda
293,herring
293,crackers
293,Heineken
293,ice cream
293,avocado
294,baguette
294,herring
294,avocado
294,artichoke
294,Heineken
294,ice cream
294,ham
295,corned beef
295,peppers
295,bourbon
295,crackers
295,chicken
295,steak
295,ham
296,baguette
296,sardines
296,apples
296,peppers
296,avocado
296,bourbon
296,artichoke
297,sardines
297,Heineken
297,chicken
297,Coke
297,ice cream
297,Bordeaux
297,corned beef
298,herring
298,corned beef
298,apples
298,olives
298,steak
298,avocado
298,artichoke
299,baguette
299,herring
299,avocado
299,artichoke
299,Heineken
299,chicken
299,turkey
300,sardines
300,Heineken
300,chicken
300,Coke
300,ice cream
300,steak
300,herring
301,baguette
301,sardines
301,apples
301,peppers
301,avocado
301,corned beef
301,steak
302,baguette
302,soda
302,herring
302,crackers
302,Heineken
302,bourbon
302,sardines
303,corned beef
303,peppers
303,bourbon
303,crackers
303,chicken
303,apples
303,Heineken
304,herring
304,corned beef
304,olives
304,ham
304,turkey
304,peppers
304,crackers
305,herring
305,corned beef
305,apples
305,olives
305,steak
305,Bordeaux
305,Coke
306,herring
306,corned beef
306,apples
306,olives
306,steak
306,soda
306,artichoke
307,sardines
307,Heineken
307,chicken
307,Coke
307,ice cream
307,herring
307,crackers
308,corned beef
308,peppers
308,bourbon
308,crackers
308,chicken
308,sardines
308,ham
309,baguette
309,soda
309,herring
309,crackers
309,Heineken
309,turkey
309,steak
310,herring
310,corned beef
310,olives
310,ham
310,turkey
310,Coke
310,sardines
311,baguette
311,soda
311,herring
311,crackers
311,Heineken
311,apples
311,ham
312,baguette
312,sardines
312,apples
312,peppers
312,avocado
312,soda
312,chicken
313,herring
313,corned beef
313,apples
313,olives
313,steak
313,Heineken
313,sardines
314,herring
314,corned beef
314,apples
314,olives
314,steak
314,turkey
314,Coke
315,herring
315,corned beef
315,olives
315,ham
315,turkey
315,apples
315,steak
316,olives
316,bourbon
316,Coke
316,turkey
316,ice cream
316,ham
316,corned beef
317,olives
317,bourbon
317,Coke
317,turkey
317,ice cream
317,Heineken
317,baguette
318,herring
318,corned beef
318,olives
318,ham
318,turkey
318,crackers
318,avocado
319,baguette
319,herring
319,avocado
319,artichoke
319,Heineken
319,peppers
319,steak
320,corned beef
320,peppers
320,bourbon
320,crackers
320,chicken
320,olives
320,turkey
321,baguette
321,sardines
321,apples
321,peppers
321,avocado
321,Bordeaux
321,Heineken
322,herring
322,corned beef
322,olives
322,ham
322,turkey
322,steak
322,steak
323,baguette
323,soda
323,herring
323,crackers
323,Heineken
323,peppers
323,peppers
324,sardines
324,Heineken
324,chicken
324,Coke
324,ice cream
324,ham
324,bourbon
325,sardines
325,Heineken
325,chicken
325,Coke
325,ice cream
325,soda
325,avocado
326,corned beef
326,peppers
326,bourbon
326,crackers
326,chicken
326,turkey
326,Coke
327,soda
327,olives
327,bourbon
327,crackers
327,Heineken
327,corned beef
327,peppers
328,soda
328,olives
328,bourbon
328,crackers
328,Heineken
328,Bordeaux
328,artichoke
329,avocado
329,crackers
329,artichoke
329,Heineken
329,ham
329,Coke
329,ice cream
330,herring
330,corned beef
330,olives
330,ham
330,turkey
330,soda
330,apples
331,corned beef
331,peppers
331,bourbon
331,crackers
331,chicken
331,Heineken
331,apples
332,baguette
332,soda
332,herring
